Employee ID,First Name,Gender,Start Date,Last Login Time,Salary,Bonus Percentage,Senior Management,Team,Active,Probation End Date,Shift Time,Monthly Incentive,Tax Deduction,Overtime Hours,WFH,Compliance Trained,Location,Previous Employer,Joining Year,Joining Month,Probation Days
2610030542,Laura,Female,2014-07-19,21:23:00,140371,10.62,1.0,Marketing,FALSE,1991-10-02,12:47 PM,0.5,35.0,0.0,Pending,TRUE,"Chennai, India",3,2014,July,-8326.0
2610030796,Tina,Female,2016-06-16,1905-04-30 00:00:00,100705,16.961,1.0,Marketing,No,2007-05-17,5:00 PM,0.5,35.0,43.0,Yes,Not Completed,-,3,2016,June,-3318.0
2610030012,Harold,Male,1985-02-01,21:40:00,77544,12.447,0.0,Business Development,TRUE,2001-06-16,midnight,0.5,35.0,0.0,No,Yes,Madras,3,1985,February,5979.0
2610030006,Melissa,Female,2005-06-21,06:33:00,48109,14.995,0.0,Finance,Yes,2020-10-25,2:00 PM,0.5,35.0,0.0,Remote Only,Yes,-,Infosys,2005,June,5605.0
2610030819,Aaron,Male,2012-02-17,10:20:00,61602,11.849,1.0,Marketing,FALSE,2020-11-19,10:36,0.12,-90.0,0.0,No,Yes,"Chennai, India",none,2012,February,3198.0
2610030875,Jack,Male,1997-12-01,05:51:00,103902,12.159,0.0,Client Services,Y,2003-01-25,9:00 PM,0.5,35.0,0.0,No,Yes,Madras,"Accenture, Capgemini",1997,December,1881.0
2610030484,Phyllis,Female,1996-11-10,21:30:00,136984,8.932,1.0,Finance,TRUE,2014-02-28,2:00 PM,3261.0,35.0,0.0,Pending,Yes,Madras,"TCS, Wipro",1996,November,6319.0
2610030290,John,Male,1989-12-23,07:01:00,80740,19.305,0.0,Marketing,0,2000-12-31,5:48:00 AM,0.5,1743.0,0.0,Pending,Yes,"Chennai, India",Infosys,1989,December,4026.0
2610030807,Kathy,Female,1996-09-03,04:33:00,91712,8.567,0.0,Finance,No,1994-07-29,midnight,0.5,35.0,0.0,Remote Only,FALSE,Unknown,Infosys,1996,September,-767.0
2610030407,Paul,Male,1993-04-08,19:25:00,42146,3.046,0.0,Legal,Y,2006-01-04,9:01:00 AM,0.02,2451.0,0.0,Yes,Not Completed,Chennai,-,1993,April,4654.0
2610030190,Steven,Male,2013-04-23,22:12:00,68680,16.565,0.0,Legal,TRUE,2021-01-13,midnight,0.5,-41.0,0.0,Remote Only,Yes,"Chennai, India",Infosys,2013,April,2822.0
2610030112,Russell,Female,1988-05-05,07:57:00,133980,12.396,1.0,Legal,TRUE,2011-05-07,13:19,0.9,-80.0,-4.0,Pending,Completed,Madras,"Accenture, Capgemini",1988,May,8402.0
2610030168,Christopher,Male,2000-04-22,10:15:00,37919,11.449,0.0,Client Services,FALSE,2022-07-28,01:06,0.5,-26.0,-1.0,Hybrid,Yes,Chennai,-,2000,April,8132.0
2610030857,Shirley,Female,2001-06-20,22:39:00,147113,16.135,0.0,Legal,0,1996-12-29,8:00 PM,0.5,35.0,0.0,Remote Only,Not Completed,"Chennai, India","Accenture, Capgemini",2001,June,-1634.0
2610030266,Bonnie,Female,1999-12-17,15:12:00,42153,8.454,1.0,Business Development,No,2012-03-08,06:12,0.5,35.0,0.0,Pending,Yes,Chennai,"Accenture, Capgemini",1999,December,4465.0
2610030193,Willie,Male,2003-11-27,06:21:00,64363,4.023,0.0,Marketing,0,2010-01-17,6:09 AM,0.11,35.0,0.0,Yes,Ongoing,-,-,2003,November,2243.0
2610030286,Tina,Female,2009-12-06,07:16:00,114767,3.711,1.0,Engineering,1,2019-10-15,09:57,0.5,3635.0,36.0,Remote Only,Not Completed,TN,"Accenture, Capgemini",2009,December,3600.0
2610030834,Ashley,Female,2002-04-08,11.00.00,58698,6.811,1.0,Business Development,0,2006-04-04,25:61,0.5,-64.0,0.0,Pending,Completed,TN,"Accenture, Capgemini",2002,April,1457.0
2610030628,Pamela,Female,1982-01-07,06:51:00,54585,4.166,0.0,Product,Y,,8:00 PM,0.5,35.0,11.0,No,Ongoing,Madras,"Accenture, Capgemini",1982,January,
2610030852,Unknown,Male,1991-06-22,20:58:00,76189,18.988,1.0,Legal,Y,2003-07-10,25:61,0.5,35.0,0.0,No,Yes,"Chennai, India","Accenture, Capgemini",1991,June,4401.0
2610030643,Steven,Male,1995-01-03,15:03:00,109095,9.494,0.0,Finance,Yes,2013-01-12,25:61,0.5,35.0,-1.0,Remote Only,Not Completed,India,"Accenture, Capgemini",1995,January,6584.0
2610030737,Andrea,Female,2012-12-01,05:43:00,120204,9.557,0.0,Business Development,0,2006-04-21,12:00 PM,0.5,35.0,0.0,Pending,Yes,India,"Accenture, Capgemini",2012,December,-2416.0
2610030082,Paul,Male,2008-03-06,15:05:00,41054,12.299,0.0,Marketing,No,2019-03-06,18:38,0.5,35.0,0.0,Pending,Yes,CBE,3,2008,March,4017.0
2610030972,Peter,Male,1994-11-17,18:15:00,84885,15.402,0.0,Business Development,TRUE,1990-11-22,12:11:00 AM,0.5,35.0,0.0,Yes,Not Completed,Chennai,"TCS, Wipro",1994,November,-1456.0
2610030810,Kathleen,Female,2016-09-05,08:55:00,119735,18.74,0.0,Product,TRUE,2099-12-12,25:61,0.5,-68.0,39.0,No,Ongoing,Chennai,-,2016,September,30413.0
2610030413,Christina,Female,2012-04-13,14:04:00,110169,13.892,1.0,Engineering,TRUE,1996-05-26,11:17:00 AM,4865.0,35.0,0.0,No,FALSE,CBE,3,2012,April,-5801.0
2610030751,Helen,Female,2001-11-29,02:30:00,73789,14.841,1.0,Product,No,,midnight,0.5,35.0,0.0,Yes,Not Completed,TN,"Accenture, Capgemini",2001,November,
2610030857,Marilyn,Female,1983-11-16,08:29:00,76078,2.401,1.0,Product,0,2016-04-08,10:00 PM,0.5,35.0,-5.0,Pending,FALSE,Chennai,none,1983,November,11832.0
2610030814,Patricia,Female,2003-01-09,06:46:00,49368,14.226,0.0,Human Resources,No,2006-07-20,midnight,0.5,35.0,0.0,Hybrid,FALSE,Unknown,"TCS, Wipro",2003,January,1288.0
2610030519,Michelle,Female,1984-03-30,18:43:00,57325,17.179,1.0,Human Resources,No,1995-06-23,11:00,0.5,-38.0,22.0,Yes,FALSE,Madras,3,1984,March,4102.0
2610030166,William,Male,2002-09-29,16:09:00,66521,5.83,0.0,Human Resources,0,1997-03-02,6:00 PM,0.5,35.0,-4.0,Hybrid,Not Completed,India,"Accenture, Capgemini",2002,September,-2037.0
2610030367,Kenneth,Male,1987-08-25,21:16:00,127654,16.439,1.0,Client Services,TRUE,2019-08-22,midnight,0.8,2340.0,0.0,No,FALSE,TN,none,1987,August,11685.0
2610030118,Antonio,Male,1988-10-25,13:50:00,60866,13.101,1.0,Business Development,TRUE,2099-12-12,0:32,0.7,35.0,-4.0,No,Not Completed,CBE,3,1988,October,40590.0
2610030792,Shirley,Female,1984-01-05,13:15:00,41334,6.219,1.0,Human Resources,0,2003-10-02,7:05,0.8,35.0,0.0,Hybrid,Ongoing,India,"TCS, Wipro",1984,January,7210.0
2610030664,Rebecca,Female,1992-10-07,00:23:00,94231,17.517,0.0,Product,TRUE,2022-02-27,10:57:00 AM,0.5,35.0,0.0,Yes,Not Completed,"Chennai, India","Accenture, Capgemini",1992,October,10735.0
2610030447,Carlos,Male,1995-04-01,07:02:00,146670,10.763,0.0,Human Resources,TRUE,2099-12-12,10:00 PM,0.5,35.0,-2.0,Remote Only,Ongoing,Chennai,"TCS, Wipro",1995,April,38241.0
2610030080,Lois,Female,1987-12-25,16:16:00,106317,2.235,1.0,Client Services,Yes,,5:54,0.5,35.0,0.0,No,FALSE,Tamil Nadu,"TCS, Wipro",1987,December,
2610030630,Carolyn,Female,2011-09-04,05:38:00,109260,2.65,1.0,Business Development,Yes,1999-11-29,10:46 AM,0.4,35.0,0.0,Yes,Yes,Unknown,Infosys,2011,September,-4297.0
2610030222,Gloria,Female,2007-06-29,05:34:00,134148,8.833,1.0,Legal,Y,2021-06-03,25:61,0.5,-10.0,15.0,No,Ongoing,TN,-,2007,June,5088.0
2610030173,Henry,Male,1995-04-24,04:18:00,43542,19.687,0.0,Legal,1,2020-07-24,5:42,0.5,35.0,0.0,Pending,Completed,Unknown,"Accenture, Capgemini",1995,April,9223.0
